commune,id,nom,adresse,ien,niveau,descriptif,page,ENS.CL.MA_nbV,ENS.CL.ELE_nbV,T.R.S._nbV,ENS.CL.MA_nbSV,ENS.CL.ELE_nbSV,T.R.S._nbSV
AUCAMVILLE,*0312617B*,E.M.PU NICOLAS POUSSIN,53 BIS CHEMIN DE L'OUSTALET AUCAMVILLE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 6 CASTELGINEST,E.M.PU,;706 DIR.EC.MAT 0121 5 CLASSES 100 %           1.00;2624 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,44,NA,NA,NA,4,NA,NA
AUCAMVILLE,*0310271B*,E.E.PU VICTOR HUGO,7 RUE SAINT-EXUPERY AUCAMVILLE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 6 CASTELGINEST,E.E.PU,;276 DIR.EC.ELE 0119 8 CLASSES 100 %           1.00;883 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1592 ENS.CL.ELE ECEL SANS SPEC.100 %            7.00,44,NA,NA,NA,NA,7,NA
AULON,*0310273D*,E.M.PU,ROUTE DE SAINT-GAUDENS AULON Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.M.PU,;488 DIR.EC.MAT 0121 1 CLASSE 100 %            1.00,44,NA,NA,NA,NA,NA,NA
AURAGNE,*0312622G*,E.P.PU,LIEU-DIT LA PLAINE AURAGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 9 VILLEFRANCHE DE LAUI,E.P.PU,;129 DIR.EC.ELE 0119 3 CLASSES 100 %           1.00;1982 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00;2629 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,44,NA,NA,NA,1,1,NA
AUREVILLE,*0310275F*,E.E.PU,VILLAGE AUREVILLE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.E.PU,;44 DIR.EC.ELE 0119 2 CLASSES 100 %            1.00;1593 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00,45,NA,NA,2,NA,1,10
AURIAC SUR VENDINELLE,*0311759U*,E.P.PU,2 COTE DE PEYROLLES AURIAC SUR VENDINELLE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.P.PU,;195 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;832 REMP.ST.FC 2557 SANS SPEC.100 %    1.00;1870 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00;2501 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,45,NA,NA,NA,2,2,NA
AURIGNAC,*0311800N*,E.M.PU,BOULEVARD BERTRAND ADOUE AURIGNAC Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.M.PU,;546 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;2519 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,45,NA,NA,NA,2,NA,NA
AURIGNAC,*0310279K*,IME     HENRI DINGUIRARD,HAMEAU DE DABEAUX AURIGNAC Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,IME,;2682 ENS.CL.SPE ECSP OPTION D 100 %     3.00    5.00,45,NA,NA,NA,NA,NA,NA
AURIGNAC,*0310281M*,E.E.PU JACQUES PRÉVERT,RUE BERTRAND ADOUE AURIGNAC Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.E.PU,;162 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;817 REMP.ST.FC 2557 SANS SPEC.100 %    1.00;884 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1594 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00,45,NA,NA,NA,NA,4,NA
AUSSONNE,*0311646W*,E.P.PU JULES FERRY,ROUTE DE MERVILLE AUSSONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 17 COLOMIERS,E.P.PU,;475 DIR.EC.ELE 0119 16 CLASSES100 %            1.00;999 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1219 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00 REMP EN FC + MALADIE;1397 CLIS.1.MEN CHME OPTION D 100 %             1.00;1850 ENS.CL.ELE ECEL SANS SPEC.100 %            6.00;2122 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00,45,NA,NA,NA,NA,2,NA
AUSSONNE,*0311646W*,E.P.PU JULES FERRY,ROUTE DE MERVILLE AUSSONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 17 COLOMIERS,E.P.PU,;2224 ENS.CL.ELE ECEL ESPAGNOL 100 %             1.00;2458 ENS.CL.MA ECMA SANS SPEC.100 %             5.00;2864 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,46,NA,NA,NA,5,1,10
AUSSONNE,*0312872D*,E.P.PU LOUISE MICHEL,351 CHEMIN DE LAS ARJILOS AUSSONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 17 COLOMIERS,E.P.PU,;469 DIR.EC.ELE 0119 15 CLASSES100 %            1.00;850 REMP.ST.FC 2557 SANS SPEC.100 %    1.00;1317 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00 REMP EN FC + MALADIE;2006 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00;2207 ENS.CL.ELE ECEL ANGLAIS      100 %         4.00;2655 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,46,NA,NA,NA,5,4,NA
AUTERIVE,*0311847P*,SEGPA CLG ANTONIN PERBOSC,18 BIS AVENUE D'HERMANNSBURG AUTERIVE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,SEGPA,;2743 E1D SEGPA ISES OPTION F 100 %      2.00    1.00,46,NA,NA,NA,NA,NA,NA
AUTERIVE,*0311294N*,E.M.PU LA MADELEINE,PLACE DE LATTRE DE TASSIGNY AUTERIVE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 11 MURET,E.M.PU,;724 DIR.EC.MAT 0121 6 CLASSES 100 %    1.00;977 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;2414 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    4.00,46,1,NA,NA,4,NA,NA
